id	era	border	name	set	number	released	lang
3d81180a-71c8-403f-90c0-48daf81e43a1	2015+	silver	Knight of the Kitchen Sink	ust	12f	2017-12-08	en
2eb08fc5-29a4-4911-ac94-dc5ff2fc2ace	2015+	silver	Nerf War	h17	2	2017-09-20	en
1c4c2219-a372-435e-9857-3ed949971d8e	2015+	silver	Crafty Octopus	ust	30	2017-12-08	en
597f3203-e79c-47af-8c3d-b37c0537de34	2015+	silver	Party Crasher	ust	92	2017-12-08	en
bd0d8fc5-5841-403f-96db-2259048ff424	2015+	silver	Ineffable Blessing	ust	113d	2017-12-08	en
2d33c84b-3807-430e-8315-5de2d7f6fa32	2015+	silver	Garbage Elemental	ust	82a	2017-12-08	en
de1d5bfb-953f-4ce0-88ee-721e69254228	2015+	silver	B.O.B. (Bevy of Beebles)	ulst	13	2022-10-07	en
541640e3-4b45-41b3-b2b0-090ea5bb1e57	2015+	silver	Sword of Dungeons & Dragons	ulst	61	2022-10-07	en
dc01ee03-3817-4fd4-a93d-cd1121e62d95	2015+	white	Minsc & Boo, Timeless Heroes	mb2	88	2024-08-02	en
3c15a04e-b0a7-4560-a838-94213dbb2336	2015+	white	Cursecloth Wrappings	dft	410	2025-02-14	en
b3dd66b9-f292-4b10-b753-2df112f6f714	2015+	white	Explosive Getaway	dft	413	2025-02-14	en
4727d08d-1aca-4003-9211-39e96cc61e5f	2015+	white	Stony Silence	mb2	21	2024-08-02	en
af008f52-d83d-455a-b217-7e40a8849a99	2015+	white	Glen Elendra Guardian	ecl	393	2026-01-23	en
af323aac-9796-4803-b08b-08f8d72ae074	2015+	white	Hollow One	mb2	95	2024-08-02	en
1aac57a6-29c0-4ccb-b825-b1e04ae0ea3e	2015+	white	Goblin Guide	mb2	58	2024-08-02	en
9a6b4431-7f2f-4dea-ba90-ea80d56b39bd	2015+	white	Leyline of the Void	mb2	44	2024-08-02	en
81d5d0a0-b0ae-4a5c-ace6-77d87fcc8563	2015+	yellow	Riptide Gearhulk	dft	490	2025-02-14	en
60c9b613-1494-4df0-9a38-cc0a69fd3945	2015+	yellow	Burnout Bashtronaut	dft	455	2025-02-14	en
77534750-fa92-42b4-8f32-be437eca64ad	2015+	yellow	Bloodghast	dft	445	2025-02-14	en
c21462ee-76d7-4910-9a0c-b470f96b8b51	2015+	yellow	Riverpyre Verge	dft	503	2025-02-14	en
d13bb767-1123-48d2-960f-b90b6db3f6ed	2015+	yellow	Island	dft	513	2025-02-14	en
b6457d47-8e68-42db-85c9-e0f981c53aa4	2015+	yellow	Muraganda Raceway	dft	502	2025-02-14	en
c75f3b27-7c08-4e92-ae9a-6208aa9aec0c	2015+	yellow	Monument to Endurance	dft	499	2025-02-14	en
a28b514a-29a1-4d85-8eaa-279f3d7e09c1	2015+	yellow	Howlsquad Heavy	dft	463	2025-02-14	en
42b14dbf-06ff-4ee6-b3dd-196ef0516ef4	pre1998	black	Raise Dead	cei	123	1993-12-10	en
50d4468b-f7de-44fe-898a-4125d26d242f	pre1998	black	Frenetic Efreet	mir	264	1996-10-08	en
63fec3f9-d399-48e6-84b6-c8410c24c382	pre1998	black	Lightning Blast	tmp	185	1997-10-14	en
d18e952b-ab4d-4f90-bf5e-4db490e4e203	pre1998	black	Vesuvan Doppelganger	leb	88	1993-10-04	en
65dd0a41-cc51-4728-b597-fdb2510accd8	pre1998	black	Fyndhorn Bow	ice	318	1995-06-03	en
8c1c6932-638a-4df7-bf9b-8d921f7484d9	pre1998	black	Dwarven Catapult	fem	51	1994-11-01	en
d3b36fbc-c2c2-4e17-962b-cd018493ff6f	pre1998	black	Forest	por	213s	1997-05-01	zhs
b6ed7ca8-fd91-46e3-9149-a3de23c7078e	pre1998	black	Teferi's Isle	mir	330	1996-10-08	en
ba79c5da-12a4-419e-9793-7a85beeee30f	pre1998	black	Forest	ced	302	1993-12-10	en
0c5060cb-b9ec-482d-a321-533c67805758	pre1998	black	Strip Mine	rin	174	1995-08-01	it
67459742-30ec-49e7-a351-2c9c5bb4b852	pre1998	black	Red Elemental Blast	4bb	218	1995-04-01	es
0ee6c6ab-ab47-40bf-90d5-3072dd22ae8e	pre1998	black	Rock Hydra	fbb	173	1994-04-11	fr
3fbfb106-29d8-4065-b306-51dba0ed11a4	pre1998	black	Samite Healer	leb	38	1993-10-04	en
2be5ab7a-e7db-4c09-8df2-6fe55fa4a116	pre1998	black	Icatian Javelineers	fem	8c	1994-11-01	en
3875e753-117a-40b6-9cd2-dd5dfd11a38d	pre1998	black	Balance of Power	por	41	1997-05-01	en
fb774a9b-d29f-4f41-9fb8-a0189205e16f	pre1998	black	Prismatic Boon	mir	274	1996-10-08	en
e1a99d52-6c20-4962-a4bb-1d2c21887bf7	pre1998	black	Sisters of the Flame	4bb	221	1995-04-01	es
686843c8-8c8a-4af6-bca8-e7f7583cc886	pre1998	black	Unsummon	leb	87	1993-10-04	en
4ea283d2-8f00-4836-81b4-c041b0469dcb	pre1998	black	Blinding Light	por	8	1997-05-01	en
0d77c149-cca2-45c7-bc83-5ba1872ad5e0	pre1998	black	Desert Twister	arn	46	1993-12-17	en
3c933622-1db9-48ce-9d76-fa1bca42d615	pre1998	black	Urza's Power Plant	rin	180	1995-08-01	it
76a0e317-5a76-4eac-a903-b0e3f0a45873	pre1998	black	Precognition	tmp	79	1997-10-14	en
db52bad2-a3ec-4f6f-9418-12e8c40703f6	pre1998	black	Aladdin	arn	34	1993-12-17	en
fb601439-7610-4bf7-a2f3-5fb6e9a0d82c	pre1998	black	Creature Bond	fbb	55	1994-04-11	fr
893e8e9c-983e-4db1-8d93-10637025a559	pre1998	black	Necropolis	drk	105	1994-08-01	en
5eac7af5-f1ab-4cc2-bdf9-b71248f03e56	pre1998	black	Web	4bb	287	1995-04-01	es
def23574-4a41-4323-84d9-49f58b2ca322	pre1998	black	Firestorm Hellkite	vis	130	1997-02-03	en
3a2bf39b-9665-426b-b618-eb731d24a1ee	pre1998	black	Reflect Damage	mir	277	1996-10-08	en
bf0e5034-a134-4eb6-af8e-b2419b92b3a6	pre1998	black	Knight of Dawn	tmp	26	1997-10-14	en
aa9c6f65-93a1-4913-87e7-a17ebfcc7780	pre1998	black	Mwonvuli Ooze	wth	135	1997-06-09	en
ca2ecfd4-c874-4468-8601-87aa110d5a00	pre1998	black	Mogg Fanatic	tmp	190	1997-10-14	en
1f17dc6b-2b90-4290-81cd-1418f12061dc	pre1998	black	Pearled Unicorn	ced	31	1993-12-10	en
37634ffe-788f-4262-88e8-5ab7c7ca74d6	pre1998	black	Howling Mine	leb	248	1993-10-04	en
4b4dc838-3022-42f1-bc92-8e8358c27ea4	pre1998	black	Sunweb	mir	42	1996-10-08	en
69918c6d-519d-49d5-8abb-9fa397db8e0a	pre1998	black	Xenic Poltergeist	rin	60	1995-08-01	it
76ae81ea-13e3-4ab8-b956-4c7b139a5e9c	pre1998	black	Corpse Dance	tmp	116	1997-10-14	en
36b3ffbd-3f3e-4fca-80c2-94f9fdc198a5	pre1998	black	Forest	tmp	347	1997-10-14	en
787e34ed-26a2-44d8-a542-34186148dc8c	pre1998	black	Divine Offering	bchr	6	1995-07-01	ja
5621419d-6813-4aff-a4b7-d5d04a52ff78	pre1998	black	Sisters of the Flame	ren	94	1995-08-01	fr
fed82843-2853-42d3-bcf6-b831032b7a69	pre1998	black	Righteous Aura	vis	20	1997-02-03	en
f9d832e9-3a55-497a-9ccd-cc83f862236b	pre1998	gold	Fountain of Youth	ptc	shr98sb	1996-05-01	en
9d44967f-7739-4f63-a93a-e7277d9cc2a9	pre1998	gold	Ring of Renewal	ptc	et89sb	1996-05-01	en
00ff9f72-b6da-426b-8f27-77aa79e7b75a	pre1998	gold	Dissipate	wc97	pm61sb	1997-08-13	en
ad92c3f6-f3e6-4dc8-b7a7-38e4f80dee8a	pre1998	gold	Autumn Willow	ptc	et83	1996-05-01	en
c5fe1d28-b628-48dc-823b-7e5843918001	pre1998	gold	Sea Sprite	ptc	shr38sb	1996-05-01	en
094cadeb-c9b1-47cb-b4b8-0a85d14b9007	pre1998	gold	Hymn to Tourach	ptc	ll38a	1996-05-01	en
8a3cedf5-901b-4ea9-882b-d0058c2f9e00	pre1998	gold	Plains	ptc	pp366	1996-05-01	en
3f4f3c43-11bb-4678-b8fe-11e55a7d7831	pre1998	gold	Balance	ptc	bl6	1996-05-01	en
6e75c4d7-c53b-4855-8f4d-6591a4418264	pre1998	gold	Tranquility	ptc	gb277sb	1996-05-01	en
5c0cc15b-b5e4-4bee-b8e9-86e01173c6f0	pre1998	gold	Black Vise	ptc	bl299sb	1996-05-01	en
ff28368e-9a64-40f3-bb87-029af0137fbd	pre1998	gold	Millstone	ptc	shr336	1996-05-01	en
115659cd-eb77-4951-aebf-ca36063da699	pre1998	gold	Necropotence	ptc	ll154	1996-05-01	en
07e4bd36-4cf9-4123-bd4f-ca429987cc8e	pre1998	gold	Impulse	wc97	jk34	1997-08-13	en
a7394e45-797f-4991-98b2-6570eaf82c81	pre1998	gold	Plains	ptc	ml365	1996-05-01	en
5c4ff41d-334a-4bc2-97d5-700889b4911f	pre1998	gold	Nevinyrral's Disk	ptc	ll338	1996-05-01	en
73d7ccab-4d35-495d-a45f-b6b98d32ba03	pre1998	gold	Plains	ptc	et366	1996-05-01	en
96f93b93-905e-4414-8990-a023cf9b6052	pre1998	gold	Circle of Protection: Red	ptc	ml17sb	1996-05-01	en
5e73c0dc-dd10-416b-8c6c-57870ff0425a	pre1998	gold	Zuran Orb	ptc	mj350	1996-05-01	en
2b574e64-13f2-4295-a46d-56f87d4486ea	pre1998	gold	Zuran Orb	ptc	et350	1996-05-01	en
cd38c4ed-5865-450e-8891-aefe8968bc80	pre1998	gold	Whirling Dervish	wc97	sg341sb	1997-08-13	en
fe3a92db-10be-4e80-8728-dfeecd160b1d	pre1998	gold	Feldon's Cane	ptc	mj50	1996-05-01	en
b6821581-0b21-4dc2-8ee9-a4c8d4d0c092	pre1998	gold	Bounty of the Hunt	wc97	sg85	1997-08-13	en
8b498c09-8d71-4b91-a941-1cbe879559d5	pre1998	gold	Serrated Arrows	ptc	et110sb	1996-05-01	en
8d4448f2-2826-461d-890b-31409aef21c1	pre1998	gold	Mishra's Factory	ptc	shr361	1996-05-01	en
9a63a791-ad18-4d96-a0e7-e6b46cc3b4c6	pre1998	gold	Swamp	ptc	gb372	1996-05-01	en
7e5f3636-323b-4652-83b9-3b8b9c3191eb	pre1998	gold	Mountain	wc97	jk442	1997-08-13	en
5b5bc1a2-6903-439b-9ec6-6fdaf48d923a	pre1998	gold	Dance of the Dead	ptc	ll118	1996-05-01	en
a3c0c583-f83b-4990-8958-0331fbd88928	pre1998	gold	Power Sink	ptc	shr93	1996-05-01	en
3ca8df50-418e-4fd7-a84f-4fddbf6a7986	pre1998	gold	Autumn Willow	ptc	et83sb	1996-05-01	en
1eb78f68-c22e-461f-aeda-8d18304f54dc	pre1998	gold	Uktabi Orangutan	wc97	sg123sb	1997-08-13	en
a63b4cc3-d069-4bfd-97db-b911dfc89061	pre1998	gold	Reverse Damage	ptc	et45sb	1996-05-01	en
65186778-f0da-42e4-845a-2032cc4f4c0d	pre1998	gold	Sylvan Library	ptc	bl273	1996-05-01	en
23a6418d-2e8f-4699-b328-d3acb27ca350	pre1998	gold	Incinerate	wc97	jk242	1997-08-13	en
aa01020a-f7c8-469b-bb39-d71c195838e3	pre1998	gold	Mountain	wc97	pm443	1997-08-13	en
304717bd-3c97-47d6-b2fd-e94c70655058	pre1998	gold	Plains	ptc	shr364	1996-05-01	en
94d78c11-f503-4b0b-b023-7eb24cd32ef0	pre1998	gold	Armageddon	ptc	pp5	1996-05-01	en
e2cc6b86-9094-4f82-a5ea-1d8a06a4e013	pre1998	gold	The Rack	ptc	ll352sb	1996-05-01	en
b7e0a495-53c8-4c0a-953d-ccb26dd19e84	pre1998	gold	Erhnam Djinn	ptc	bl64	1996-05-01	en
93d1d5c9-fcb5-4d43-bc1e-5c7ba5e22046	pre1998	gold	Pyroblast	ptc	mj213sb	1996-05-01	en
970abfee-e888-4635-90a6-2ab88910c428	pre1998	gold	Mountain	ptc	mj373	1996-05-01	en
1eea1199-6b07-430c-b100-c5825a23d8b0	pre1998	white	Circle of Protection: Black	2ed	10	1993-12-01	en
b0180bd6-f8eb-4cf7-b6d0-acb513076e00	pre1998	white	Cat Warriors	5ed	282	1997-03-24	en
0ab151ce-9468-4427-853b-4e0011d783fb	pre1998	white	Tsunami	5ed	334	1997-03-24	en
6065242b-e14e-44fa-bbe0-00f070f0140a	pre1998	white	Coral Helm	4ed	310	1995-04-01	en
1477ea65-76b8-40b7-985d-02bc4aec9210	pre1998	white	Circle of Protection: White	5ed	21	1997-03-24	en
86a27af5-cb26-4f39-8648-193bb116e3d6	pre1998	white	Orcish Squatters	5ed	258	1997-03-24	en
73d28603-b116-4948-a46f-b95ae9118d9e	pre1998	white	Ashes to Ashes	5ed	141s	1997-03-24	zhs
846572ce-c8fd-402c-9212-8288336c75e8	pre1998	white	Lord of Atlantis	4ed	82	1995-04-01	en
5ada7133-d23b-47e9-8a58-c1f78f4095e0	pre1998	white	Savannah Lions	sum	39	1994-06-21	en
bbd44196-aa28-4143-872d-592c6fc175a9	pre1998	white	Shatter	4ed	219	1995-04-01	en
14c65a4e-ea5a-4cad-9542-1cfd18eb3c25	pre1998	white	Wall of Wonder	chr	28	1995-07-01	en
0fec5898-f288-4fb6-a2d3-2ea6d20594bf	pre1998	white	Mana Short	3ed	67	1994-04-11	en
5f75dea2-aec1-4674-8db9-4759270296ec	pre1998	white	Energy Flux	5ed	83	1997-03-24	en
e4e89152-99a3-45cf-a61a-5635568a0401	pre1998	white	Urza's Mine	chr	114d	1995-07-01	en
fc81a99a-0380-456f-8e81-753add511dbe	pre1998	white	Bird Maiden	4ed	177	1995-04-01	en
a0f5c6bc-65dc-42a1-a62d-a0b101310a1f	pre1998	white	Tropical Island	3ed	288	1994-04-11	en
1f466605-0b83-418a-8714-0b5502d75761	pre1998	white	Elvish Archers	itp	41	1996-12-31	en
621c7296-a1d1-49da-a1f1-dd62758ad7f7	pre1998	white	Plains	sum	293	1994-06-21	en
a4e96456-93bf-4d28-9a4b-5bc24ae07fc2	pre1998	white	Leviathan	5ed	98	1997-03-24	en
0d3eff55-6a14-4c01-8b05-715094a319b3	pre1998	white	Mons's Goblin Raiders	2ed	165	1993-12-01	en
f94878cc-4c0f-42e4-a49f-02a2b269ef06	pre1998	white	Disintegrate	2ed	141	1993-12-01	en
7eaad8e0-947f-47d9-b78f-b0f2a5a06906	pre1998	white	Lord of Atlantis	5ed	100	1997-03-24	en
2d636573-287d-4f6f-93b0-12ddd8f3e6d1	pre1998	white	Blaze of Glory	2ed	6	1993-12-01	en
0f1a0d5c-bf25-49ff-8af0-cdb2e00c50d9	pre1998	white	Contract from Below	3ed	97	1994-04-11	en
275c03f9-f9d2-45c5-a332-b3bee54e7065	pre1998	white	Plains	3ed	292	1994-04-11	en
d8f84fc8-69b4-4756-9634-4d6c17ec88a1	pre1998	white	Timber Wolves	4ed	275	1995-04-01	en
a11ec2f6-a0c7-4164-a562-fab7aab7d211	pre1998	white	Runesword	chr	106	1995-07-01	en
a6f1ffdd-897e-4a1d-bdd2-d9de0de5d5a2	pre1998	white	Colossus of Sardia	5ed	358	1997-03-24	en
1b00e95e-6bf1-445a-a46a-29aeb05bf9be	pre1998	white	Orcish Oriflamme	5ed	257	1997-03-24	en
58b02fa9-5481-4614-b9b4-5f8857848e3e	pre1998	white	Lifeforce	2ed	207	1993-12-01	en
008df307-f010-47bc-8548-65a1c7b1c4b8	pre1998	white	Spell Blast	4ed	103	1995-04-01	en
0bc11285-0891-4cc3-a056-b698911166c7	pre1998	white	Ashnod's Battle Gear	4ed	296	1995-04-01	en
b55d8375-ea70-4dd0-950e-3dbf3dfdd4f6	pre1998	white	Wall of Wood	2ed	226	1993-12-01	en
27de9b02-1810-41ee-aa90-5d89b6e1bf87	pre1998	white	Amrou Kithkin	4ed	2	1995-04-01	en
6dcbaa97-49f8-41b4-8901-eb53f6c15faf	pre1998	white	Iron Star	5ed	379	1997-03-24	en
f90e55c1-08e0-4b25-9d0d-2512584398cd	pre1998	white	Ironroot Treefolk	sum	204	1994-06-21	en
2c8bd2bc-f48d-43c4-b2aa-5a0905656e90	pre1998	white	Hypnotic Specter	3ed	115	1994-04-11	en
e62fec16-b5a0-47a6-9ccf-cebe79043627	pre1998	white	Living Artifact	3ed	209	1994-04-11	en
c987a3ec-a775-4140-ad49-18025e59dc3d	pre1998	white	Hill Giant	3ed	158	1994-04-11	en
f7d82f1d-631e-4668-9d10-7bf0ee515267	pre1998	white	Mox Sapphire	2ed	266	1993-12-01	en
